Materiale,Colore,Manica,Stagione,Meteo,TemperaturaPercepita,StagionePrevisione,Punteggio
cotone,scuro,corta,primavera_estate,nuvoloso,29.35,estate,31
poliestere,scuro,lunga,primavera_estate,pioggia,10.5,inverno,22
poliestere,colorato,lunga,estate,pioggia,5.6,inverno,23
poliestere,chiaro,lunga,primavera_estate,pioggia,26.85,autunno,16
poliestere,scuro,lunga,estate,soleggiato,23.6,estate,22
poliestere,chiaro,lunga,autunno,pioggia,18.4,primavera,26
poliestere,chiaro,corta,estate,soleggiato,34.25,estate,34
cotone,chiaro,corta,estate,pioggia,11.35,inverno,15
poliestere,colorato,lunga,primavera_estate,pioggia,20.35,autunno,21
cotone,scuro,lunga,estate,pioggia,27.05,estate,27
poliestere,scuro,lunga,autunno,pioggia,20.25,primavera,22
poliestere,scuro,lunga,autunno,nuvoloso,11.55,autunno,32
poliestere,scuro,lunga,autunno,soleggiato,17.65,autunno,31
cotone,chiaro,corta,estate,pioggia,14.25,inverno,15
poliestere,colorato,corta,estate,pioggia,6.050000000000001,primavera,20
poliestere,colorato,lunga,estate,soleggiato,24.7,autunno,20
poliestere,scuro,lunga,autunno,nuvoloso,15.05,primavera,26
poliestere,colorato,corta,estate,pioggia,10.85,primavera,21
poliestere,scuro,lunga,estate,soleggiato,27.0,estate,17
poliestere,chiaro,corta,estate,pioggia,18.65,inverno,15
cotone,scuro,lunga,estate,pioggia,7.7,inverno,23
poliestere,chiaro,lunga,autunno,pioggia,-4.75,primavera,28
poliestere,chiaro,lunga,autunno,pioggia,16.6,autunno,31
poliestere,colorato,lunga,estate,soleggiato,0.8500000000000001,inverno,23
cotone,colorato,lunga,estate,nuvoloso,18.950000000000003,autunno,26
poliestere,colorato,corta,estate,pioggia,28.35,estate,28
poliestere,scuro,corta,estate,pioggia,14.75,primavera,21
poliestere,colorato,lunga,estate,soleggiato,0.75,inverno,23
poliestere,chiaro,corta,primavera_estate,soleggiato,33.55,estate,32
poliestere,scuro,lunga,estate,nuvoloso,11.05,inverno,22
cotone,colorato,corta,estate,pioggia,5.95,primavera,20
poliestere,chiaro,lunga,autunno,nuvoloso,1.05,primavera,28
poliestere,scuro,lunga,estate,pioggia,24.7,estate,27
poliestere,scuro,lunga,primavera_estate,pioggia,7.15,inverno,23
poliestere,chiaro,corta,estate,soleggiato,2.0,inverno,13
cotone,scuro,corta,estate,nuvoloso,6.199999999999999,inverno,13
poliestere,chiaro,lunga,estate,pioggia,10.15,primavera,29
cotone,chiaro,lunga,primavera,pioggia,22.55,estate,27
cotone,chiaro,corta,estate,neve,6.25,inverno,13
poliestere,scuro,corta,estate,soleggiato,3.1499999999999995,inverno,13
poliestere,scuro,corta,estate,pioggia,4.45,inverno,13
poliestere,chiaro,corta,estate,pioggia,15.1,autunno,18
poliestere,colorato,lunga,estate,soleggiato,25.25,autunno,15
poliestere,colorato,corta,estate,pioggia,12.55,autunno,17
poliestere,colorato,lunga,primavera_estate,soleggiato,-9.6,inverno,23
poliestere,scuro,lunga,autunno,soleggiato,2.95,primavera,28
poliestere,colorato,lunga,primavera_estate,soleggiato,4.550000000000001,inverno,23
poliestere,scuro,lunga,estate,soleggiato,29.7,estate,17
poliestere,scuro,lunga,primavera_estate,soleggiato,0.6499999999999999,inverno,23
poliestere,scuro,lunga,estate,nuvoloso,11.55,inverno,22
poliestere,chiaro,lunga,autunno,soleggiato,18.15,autunno,31
poliestere,colorato,corta,estate,soleggiato,18.0,autunno,18
cotone,colorato,lunga,estate,nuvoloso,7.25,primavera,30
cotone,colorato,corta,estate,soleggiato,21.3,primavera,27
poliestere,scuro,lunga,primavera_estate,pioggia,-0.25,inverno,23
poliestere,scuro,corta,estate,pioggia,28.9,estate,28
poliestere,colorato,lunga,autunno,neve,-8.95,inverno,30
poliestere,scuro,corta,estate,soleggiato,21.25,autunno,15
poliestere,chiaro,lunga,primavera_estate,neve,0.8499999999999999,inverno,23
poliestere,chiaro,lunga,autunno,pioggia,17.4,estate,25
poliestere,scuro,corta,estate,soleggiato,9.0,primavera,20
poliestere,scuro,lunga,primavera_estate,pioggia,19.85,autunno,25
raso,chiaro,lunga,primavera_estate,soleggiato,19.65,primavera,25
poliestere,colorato,lunga,estate,soleggiato,6.75,inverno,23
cotone,scuro,lunga,autunno,pioggia,10.1,primavera,28
poliestere,chiaro,corta,estate,soleggiato,22.35,estate,32
poliestere,colorato,corta,estate,soleggiato,17.4,primavera,22
poliestere,colorato,corta,estate,pioggia,20.1,primavera,24
poliestere,scuro,lunga,autunno,soleggiato,12.9,inverno,29
poliestere,colorato,lunga,estate,soleggiato,-2.5,inverno,23
poliestere,scuro,lunga,primavera_estate,pioggia,2.95,inverno,23
poliestere,scuro,lunga,estate,neve,-1.1,inverno,23
poliestere,scuro,corta,estate,soleggiato,15.45,autunno,18
cotone,colorato,lunga,primavera_estate,soleggiato,27.35,estate,25
raso,chiaro,corta,estate,soleggiato,21.6,autunno,24
poliestere,colorato,lunga,estate,pioggia,29.8,estate,22
poliestere,scuro,lunga,autunno,pioggia,15.9,estate,25
cotone,chiaro,corta,estate,pioggia,22.7,estate,30
poliestere,scuro,lunga,primavera,soleggiato,3.25,primavera,33
poliestere,colorato,corta,estate,nuvoloso,3.8,primavera,20
poliestere,scuro,lunga,primavera_estate,pioggia,7.85,primavera,31
poliestere,scuro,lunga,primavera_estate,pioggia,28.3,estate,20
poliestere,chiaro,corta,estate,soleggiato,0.4000000000000003,inverno,13
poliestere,colorato,lunga,autunno,soleggiato,26.25,estate,16
poliestere,colorato,lunga,estate,neve,2.5,inverno,23
poliestere,scuro,corta,estate,soleggiato,-6.75,autunno,16
poliestere,scuro,lunga,estate,nuvoloso,9.2,primavera,30
poliestere,chiaro,lunga,estate,pioggia,6.6000000000000005,primavera,30
poliestere,colorato,lunga,estate,soleggiato,6.25,primavera,30
raso,colorato,lunga,estate,pioggia,0.6500000000000001,autunno,19
poliestere,colorato,lunga,autunno,soleggiato,5.6,inverno,30
poliestere,chiaro,lunga,estate,soleggiato,29.0,estate,27
poliestere,scuro,lunga,autunno,soleggiato,31.35,estate,8
poliestere,colorato,corta,estate,pioggia,14.15,primavera,21
cotone,scuro,corta,estate,soleggiato,30.45,estate,29
poliestere,scuro,lunga,primavera_estate,soleggiato,19.25,autunno,25
poliestere,scuro,lunga,autunno,soleggiato,34.3,autunno,14
cotone,chiaro,corta,estate,pioggia,13.4,primavera,22
poliestere,colorato,lunga,primavera_estate,soleggiato,8.45,primavera,31
poliestere,scuro,lunga,autunno,nuvoloso,3.5500000000000003,inverno,30
poliestere,chiaro,lunga,estate,soleggiato,16.5,primavera,28
cotone,scuro,lunga,estate,pioggia,26.4,estate,27
poliestere,scuro,corta,estate,soleggiato,21.950000000000003,autunno,15
poliestere,chiaro,corta,estate,soleggiato,8.15,inverno,13
poliestere,colorato,lunga,estate,soleggiato,22.200000000000003,estate,27
poliestere,scuro,lunga,estate,pioggia,16.5,primavera,28
cotone,chiaro,lunga,primavera_estate,soleggiato,10.0,primavera,31
poliestere,colorato,lunga,autunno,soleggiato,8.55,primavera,28
poliestere,scuro,lunga,estate,nuvoloso,-3.25,inverno,23
poliestere,scuro,corta,estate,pioggia,20.35,autunno,20
poliestere,scuro,corta,estate,pioggia,-3.8,inverno,13
poliestere,scuro,lunga,autunno,soleggiato,28.35,estate,11
velluto,colorato,lunga,autunno_inverno,pioggia,3.65,inverno,32
cotone,chiaro,lunga,estate,nuvoloso,28.25,estate,27
poliestere,colorato,corta,estate,pioggia,20.7,estate,27
poliestere,colorato,lunga,primavera_estate,pioggia,8.65,autunno,27
poliestere,colorato,corta,estate,pioggia,16.9,estate,25
cotone,scuro,lunga,primavera_estate,pioggia,21.35,primavera,28
poliestere,colorato,corta,estate,neve,0.3000000000000002,inverno,13
poliestere,colorato,lunga,estate,soleggiato,15.25,autunno,24
poliestere,colorato,corta,estate,neve,-3.15,primavera,20
cotone,chiaro,corta,estate,neve,-4.55,inverno,13
poliestere,chiaro,corta,estate,pioggia,26.9,estate,28
poliestere,scuro,lunga,autunno,pioggia,18.450000000000003,autunno,31
cotone,scuro,lunga,primavera_estate,soleggiato,-3.15,inverno,23
poliestere,chiaro,lunga,autunno,pioggia,22.9,primavera,22
poliestere,chiaro,corta,estate,soleggiato,21.55,primavera,29
poliestere,colorato,lunga,primavera_estate,soleggiato,15.1,primavera,29
poliestere,scuro,lunga,estate,pioggia,7.65,autunno,26
poliestere,chiaro,lunga,autunno,pioggia,15.6,autunno,31
poliestere,colorato,lunga,autunno,neve,1.1,inverno,30
velluto,colorato,lunga,autunno_inverno,soleggiato,19.35,autunno,26
poliestere,colorato,lunga,estate,soleggiato,6.1,inverno,23
cotone,scuro,lunga,primavera_estate,pioggia,2.55,inverno,23
cotone,scuro,corta,estate,pioggia,4.6000000000000005,primavera,20
poliestere,scuro,lunga,primavera_estate,pioggia,24.75,autunno,21
poliestere,chiaro,corta,estate,nuvoloso,10.65,inverno,14
cotone,chiaro,lunga,primavera_estate,pioggia,24.1,autunno,24
cotone,scuro,lunga,estate,pioggia,11.95,autunno,26
poliestere,scuro,lunga,estate,soleggiato,23.5,primavera,19
poliestere,scuro,lunga,primavera_estate,pioggia,9.0,inverno,23
poliestere,scuro,lunga,primavera_estate,nuvoloso,12.2,primavera,30
cotone,scuro,lunga,estate,nuvoloso,-3.9,autunno,26
poliestere,colorato,lunga,estate,pioggia,9.75,autunno,26
poliestere,scuro,corta,estate,pioggia,28.15,estate,28
poliestere,colorato,lunga,autunno,soleggiato,25.6,estate,16
cotone,scuro,lunga,estate,pioggia,27.85,estate,27
poliestere,scuro,lunga,autunno,nuvoloso,3.3,autunno,33
cotone,scuro,lunga,estate,soleggiato,3.1500000000000004,inverno,23
poliestere,colorato,corta,estate,neve,-1.1,inverno,13
poliestere,scuro,lunga,estate,soleggiato,13.3,primavera,29
poliestere,colorato,lunga,autunno,pioggia,5.800000000000001,inverno,30
poliestere,scuro,lunga,primavera_estate,pioggia,6.0,inverno,23
poliestere,scuro,corta,estate,pioggia,27.55,estate,28
cotone,colorato,lunga,estate,soleggiato,29.65,estate,27
velluto,scuro,lunga,autunno_inverno,soleggiato,18.55,autunno,26
poliestere,colorato,lunga,autunno,pioggia,27.9,estate,16
cotone,colorato,corta,estate,pioggia,8.4,inverno,13
poliestere,scuro,corta,estate,soleggiato,8.899999999999999,primavera,20
poliestere,colorato,lunga,autunno,pioggia,9.25,primavera,28
cotone,colorato,lunga,estate,soleggiato,1.9,inverno,23
poliestere,colorato,corta,estate,soleggiato,24.55,estate,27
poliestere,chiaro,lunga,estate,soleggiato,15.1,primavera,28
cotone,scuro,corta,estate,pioggia,33.0,estate,34
cotone,scuro,corta,estate,soleggiato,16.65,autunno,20
poliestere,colorato,corta,estate,nuvoloso,2.0500000000000003,autunno,16
poliestere,scuro,lunga,primavera_estate,soleggiato,29.8,estate,15
poliestere,chiaro,lunga,autunno,pioggia,29.7,estate,16
cotone,chiaro,corta,estate,pioggia,4.4,primavera,20
poliestere,colorato,lunga,autunno,pioggia,2.7,primavera,28
poliestere,chiaro,lunga,autunno,soleggiato,18.4,autunno,31
cotone,scuro,lunga,autunno,soleggiato,-3.4,inverno,30
poliestere,chiaro,corta,estate,soleggiato,13.1,autunno,17
poliestere,scuro,lunga,primavera,soleggiato,4.0,primavera,33
poliestere,scuro,corta,estate,soleggiato,9.8,primavera,20
poliestere,scuro,lunga,primavera_estate,pioggia,28.950000000000003,primavera,20
poliestere,scuro,lunga,autunno,nuvoloso,0.5499999999999998,autunno,33
cotone,chiaro,lunga,autunno,soleggiato,30.950000000000003,estate,23
poliestere,scuro,lunga,estate,pioggia,23.3,estate,27
poliestere,colorato,corta,estate,nuvoloso,3.35,inverno,13
cotone,colorato,lunga,autunno,soleggiato,30.9,estate,18
poliestere,chiaro,lunga,autunno,pioggia,12.6,primavera,27
poliestere,colorato,lunga,estate,pioggia,14.55,autunno,25
poliestere,chiaro,lunga,estate,nuvoloso,8.8,primavera,30
poliestere,scuro,corta,primavera_estate,neve,6.1000000000000005,autunno,17
cotone,colorato,corta,estate,soleggiato,3.3000000000000003,primavera,20
cotone,scuro,lunga,autunno,soleggiato,17.85,autunno,33
cotone,colorato,lunga,estate,pioggia,4.25,primavera,30
cotone,chiaro,corta,estate,pioggia,19.1,autunno,20
poliestere,colorato,lunga,autunno,pioggia,9.9,primavera,28
poliestere,scuro,lunga,autunno,soleggiato,6.8500000000000005,autunno,33
poliestere,scuro,lunga,autunno,soleggiato,23.25,estate,16
cotone,chiaro,corta,estate,soleggiato,7.45,primavera,20
poliestere,colorato,lunga,autunno,soleggiato,-9.8,inverno,30
poliestere,colorato,corta,estate,nuvoloso,9.8,inverno,13
poliestere,colorato,lunga,autunno,soleggiato,20.35,autunno,27
poliestere,colorato,lunga,autunno,nuvoloso,-1.5999999999999996,inverno,30
cotone,scuro,corta,estate,pioggia,23.0,estate,30
poliestere,colorato,lunga,autunno,pioggia,21.5,estate,21
poliestere,chiaro,lunga,estate,pioggia,10.1,autunno,25
cotone,colorato,corta,primavera_estate,soleggiato,21.65,primavera,28
poliestere,chiaro,lunga,autunno,pioggia,26.9,estate,16
poliestere,scuro,lunga,estate,soleggiato,14.6,primavera,29
poliestere,scuro,corta,estate,soleggiato,2.85,primavera,20
poliestere,colorato,lunga,autunno,soleggiato,13.55,primavera,27
poliestere,colorato,lunga,autunno,soleggiato,22.85,primavera,22
poliestere,colorato,lunga,estate,pioggia,23.65,primavera,24
cotone,scuro,lunga,autunno,pioggia,15.1,inverno,30
poliestere,colorato,lunga,estate,pioggia,32.55,estate,19
poliestere,colorato,lunga,autunno,soleggiato,24.5,estate,21
poliestere,colorato,corta,estate,soleggiato,20.85,autunno,20
poliestere,scuro,corta,estate,pioggia,17.95,estate,25
cotone,chiaro,corta,estate,soleggiato,7.35,primavera,20
poliestere,scuro,lunga,estate,pioggia,24.200000000000003,autunno,20
cotone,colorato,lunga,estate,pioggia,17.15,autunno,26
poliestere,chiaro,corta,estate,pioggia,13.75,primavera,21
cotone,chiaro,lunga,estate,nuvoloso,7.0,inverno,23
poliestere,colorato,corta,estate,nuvoloso,0.4,inverno,13
poliestere,chiaro,lunga,estate,pioggia,21.05,autunno,20
poliestere,chiaro,lunga,estate,pioggia,9.7,inverno,23
poliestere,colorato,lunga,primavera_estate,soleggiato,31.0,estate,17
poliestere,scuro,lunga,autunno,pioggia,15.6,autunno,31
cotone,chiaro,lunga,autunno,nuvoloso,6.0,autunno,33
poliestere,chiaro,lunga,estate,soleggiato,21.7,autunno,25
poliestere,scuro,lunga,primavera_estate,pioggia,11.55,primavera,30
poliestere,colorato,lunga,estate,soleggiato,9.05,primavera,30
poliestere,scuro,lunga,autunno,pioggia,3.3,primavera,28
cotone,colorato,lunga,estate,soleggiato,18.75,autunno,26
poliestere,chiaro,lunga,estate,soleggiato,32.05,estate,24
poliestere,colorato,lunga,primavera_estate,pioggia,30.2,estate,17
poliestere,scuro,corta,estate,soleggiato,29.85,estate,23
velluto,colorato,lunga,autunno_inverno,neve,13.05,autunno,28
cotone,scuro,lunga,primavera_estate,nuvoloso,13.95,autunno,27
poliestere,chiaro,corta,estate,nuvoloso,7.05,inverno,13
poliestere,colorato,lunga,autunno,soleggiato,26.200000000000003,estate,16
poliestere,colorato,lunga,estate,nuvoloso,27.95,estate,22
cotone,scuro,lunga,estate,pioggia,29.55,estate,27
poliestere,colorato,corta,estate,pioggia,28.75,estate,28
poliestere,colorato,corta,estate,pioggia,11.85,inverno,14
poliestere,colorato,corta,estate,pioggia,23.55,primavera,24
poliestere,colorato,lunga,estate,pioggia,23.35,estate,27
cotone,scuro,lunga,primavera_estate,pioggia,9.4,inverno,23
poliestere,scuro,lunga,primavera_estate,soleggiato,20.65,estate,20
poliestere,chiaro,lunga,estate,soleggiato,7.399999999999999,primavera,30
poliestere,scuro,corta,estate,soleggiato,17.45,autunno,18
cotone,chiaro,corta,estate,soleggiato,19.55,autunno,20
poliestere,chiaro,lunga,primavera_estate,pioggia,12.5,autunno,26
poliestere,scuro,lunga,estate,soleggiato,8.85,inverno,23
poliestere,chiaro,corta,estate,nuvoloso,3.35,primavera,20
poliestere,scuro,lunga,estate,soleggiato,24.6,estate,22
velluto,scuro,lunga,autunno_inverno,soleggiato,14.8,autunno,28
cotone,scuro,corta,estate,pioggia,12.6,autunno,18
poliestere,scuro,lunga,estate,soleggiato,29.2,estate,17
cotone,chiaro,corta,estate,pioggia,12.8,autunno,18
poliestere,chiaro,lunga,autunno,pioggia,14.6,autunno,32
poliestere,colorato,lunga,primavera_estate,pioggia,11.15,primavera,30
poliestere,colorato,corta,estate,pioggia,17.4,primavera,22
raso,chiaro,lunga,estate,pioggia,15.65,autunno,20
poliestere,chiaro,lunga,autunno,pioggia,19.55,estate,25
poliestere,colorato,lunga,estate,pioggia,9.35,inverno,23
cotone,scuro,corta,estate,pioggia,-0.6499999999999999,inverno,13
cotone,scuro,lunga,estate,nuvoloso,0.1,primavera,30
cotone,scuro,corta,estate,soleggiato,19.05,autunno,20
poliestere,scuro,lunga,primavera_estate,neve,0.4499999999999999,primavera,31
poliestere,colorato,corta,estate,soleggiato,4.25,inverno,13
poliestere,scuro,lunga,autunno,soleggiato,20.05,primavera,17
poliestere,colorato,lunga,autunno,soleggiato,5.65,inverno,30
poliestere,chiaro,lunga,autunno,pioggia,17.35,autunno,31
cotone,chiaro,corta,estate,pioggia,30.4,estate,34
cotone,scuro,lunga,primavera_estate,pioggia,15.15,autunno,27
poliestere,colorato,lunga,estate,soleggiato,26.2,estate,22
poliestere,colorato,lunga,autunno,pioggia,16.5,estate,25
cotone,colorato,lunga,estate,pioggia,8.95,inverno,23
cotone,chiaro,corta,estate,soleggiato,24.75,estate,35
cotone,chiaro,corta,estate,nuvoloso,2.2500000000000004,primavera,20
cotone,colorato,corta,estate,neve,-0.7000000000000001,inverno,13
poliestere,colorato,lunga,estate,nuvoloso,13.0,primavera,29
cotone,colorato,lunga,primavera,soleggiato,22.05,primavera,30
cotone,scuro,corta,estate,nuvoloso,2.65,primavera,20
poliestere,scuro,lunga,autunno,soleggiato,17.15,autunno,31
poliestere,chiaro,lunga,autunno,soleggiato,15.9,primavera,26
poliestere,colorato,lunga,estate,soleggiato,6.75,primavera,30
cotone,colorato,lunga,estate,soleggiato,27.6,estate,27
cotone,chiaro,lunga,autunno,soleggiato,17.5,autunno,33
cotone,colorato,lunga,primavera,pioggia,19.0,primavera,33
cotone,colorato,corta,estate,pioggia,11.0,primavera,22
poliestere,chiaro,corta,estate,soleggiato,26.55,estate,33
cotone,scuro,lunga,primavera_estate,pioggia,25.5,autunno,21
cotone,chiaro,corta,estate,soleggiato,31.35,estate,39
cotone,scuro,corta,estate,pioggia,19.200000000000003,estate,27
cotone,chiaro,corta,estate,soleggiato,29.450000000000003,estate,38
poliestere,scuro,lunga,estate,pioggia,25.450000000000003,estate,22
cotone,scuro,corta,estate,soleggiato,7.550000000000001,inverno,13
poliestere,colorato,lunga,primavera_estate,soleggiato,0.75,inverno,23
poliestere,scuro,lunga,autunno,soleggiato,29.450000000000003,estate,11
poliestere,scuro,lunga,estate,pioggia,4.9,inverno,23
poliestere,scuro,lunga,estate,pioggia,9.05,autunno,26
cotone,scuro,corta,estate,soleggiato,29.75,estate,28
poliestere,chiaro,lunga,primavera_estate,pioggia,10.1,inverno,22
cotone,chiaro,corta,estate,pioggia,27.3,estate,33
poliestere,chiaro,corta,estate,pioggia,13.5,primavera,21
poliestere,chiaro,lunga,primavera_estate,nuvoloso,29.8,estate,20
poliestere,scuro,lunga,primavera_estate,pioggia,15.7,autunno,25
poliestere,chiaro,lunga,estate,nuvoloso,1.15,inverno,23
cotone,chiaro,corta,estate,soleggiato,10.55,autunno,18
poliestere,scuro,lunga,primavera_estate,soleggiato,9.4,primavera,31
poliestere,chiaro,lunga,autunno,soleggiato,18.450000000000003,autunno,31
cotone,chiaro,corta,estate,nuvoloso,1.15,inverno,13
poliestere,chiaro,lunga,estate,pioggia,11.25,autunno,25
poliestere,scuro,corta,estate,pioggia,-0.85,inverno,13
poliestere,colorato,lunga,estate,soleggiato,7.0,inverno,23
poliestere,scuro,lunga,autunno,neve,-2.15,inverno,30
poliestere,scuro,lunga,primavera_estate,nuvoloso,1.9,inverno,23
cotone,chiaro,corta,estate,soleggiato,-2.95,inverno,13
poliestere,colorato,lunga,autunno,soleggiato,4.95,autunno,33
cotone,scuro,lunga,estate,soleggiato,0.4000000000000003,inverno,23
cotone,colorato,corta,estate,nuvoloso,8.7,autunno,16
cotone,scuro,corta,estate,soleggiato,2.85,inverno,13
poliestere,colorato,corta,estate,pioggia,25.5,estate,28
poliestere,colorato,lunga,autunno,pioggia,14.85,primavera,27
cotone,scuro,lunga,primavera_estate,soleggiato,13.8,primavera,31
poliestere,chiaro,corta,estate,pioggia,8.35,inverno,13
poliestere,scuro,lunga,primavera,pioggia,8.1,inverno,27
cotone,chiaro,corta,estate,neve,-2.0,primavera,20
cotone,scuro,corta,estate,pioggia,18.8,autunno,20
poliestere,colorato,corta,estate,soleggiato,23.3,estate,27
poliestere,colorato,lunga,autunno,soleggiato,21.6,autunno,27
poliestere,colorato,corta,estate,soleggiato,28.9,estate,28
poliestere,colorato,lunga,primavera_estate,nuvoloso,4.65,primavera,31
