Tipo,Antiscivolo,Impermeabile,Colore,Stagione,Meteo,TemperaturaPercepita,StagionePrevisione
stivaletto alla caviglia,y,y,colorato,inverno,neve,1,inverno
scarpa da ginnastica,y,y,scuro,autunno_inverno,pioggia,5,primavera
scarpe aperte,n,n,scuro,estate,neve,4,primavera
scarpa classica,y,y,scuro,primavera_estate,pioggia,6,primavera
scarpa classica,y,y,colorato,inverno,nuvoloso,28,estate
scarpa classica,n,n,chiaro,inverno,pioggia,27,autunno
scarpa classica,n,y,chiaro,inverno,pioggia,25,autunno
stivaletto alla caviglia,n,n,colorato,autunno,soleggiato,12,primavera
scarpa da ginnastica,n,n,colorato,all,nuvoloso,5,inverno
scarpa da ginnastica,n,n,chiaro,estate,soleggiato,4,inverno
scarpa da ginnastica,n,n,chiaro,estate,soleggiato,16,autunno
scarpa da ginnastica,n,n,colorato,inverno,pioggia,21,primavera
scarpe con tacchi,n,n,scuro,autunno_inverno,nuvoloso,1,inverno
scarpe con tacchi,n,n,chiaro,autunno_inverno,soleggiato,15,primavera
scarpe con tacchi,n,n,chiaro,primavera_estate,pioggia,7,inverno
scarpe con tacchi,n,n,chiaro,inverno,pioggia,19,autunno
stivaletto alla caviglia,n,n,scuro,autunno,pioggia,9,primavera
scarpa da ginnastica,n,n,scuro,primavera_estate,soleggiato,32,estate
scarpa da ginnastica,y,n,scuro,all,soleggiato,5,autunno
scarpa da ginnastica,y,n,chiaro,primavera_estate,soleggiato,1,inverno
scarpa da ginnastica,y,y,colorato,estate,soleggiato,18,estate
scarpa da ginnastica,y,y,chiaro,autunno_inverno,soleggiato,3,primavera
scarpa da ginnastica,y,y,scuro,primavera_estate,pioggia,25,autunno
scarpa da ginnastica,y,y,scuro,autunno_inverno,soleggiato,6,inverno
scarpa da ginnastica,y,y,colorato,inverno,pioggia,24,autunno
stivaletto alla caviglia,n,n,scuro,autunno,soleggiato,18,autunno
scarpa da ginnastica,n,n,scuro,estate,pioggia,6,inverno
scarpa da ginnastica,y,n,chiaro,inverno,pioggia,0,inverno
scarpa da ginnastica,n,y,scuro,primavera_estate,soleggiato,27,estate
scarpa da ginnastica,y,y,colorato,autunno_inverno,neve,3,primavera
scarpa da ginnastica,n,n,chiaro,primavera_estate,pioggia,21,primavera
scarpa classica,y,y,colorato,autunno_inverno,pioggia,22,autunno
scarpa classica,y,y,colorato,all,soleggiato,22,primavera
scarpe aperte,y,n,scuro,primavera_estate,nuvoloso,2,inverno
scarpa da ginnastica,n,y,scuro,estate,soleggiato,27,estate
stivaletto alla caviglia,n,y,colorato,autunno_inverno,pioggia,20,primavera
stivaletto alla caviglia,n,y,colorato,inverno,pioggia,4,inverno
scarpe con tacchi,y,n,chiaro,inverno,soleggiato,24,primavera
scarpe con tacchi,n,n,colorato,inverno,pioggia,7,autunno
stivaletto alla caviglia,y,y,chiaro,inverno,soleggiato,35,estate
stivaletto alla caviglia,y,y,colorato,autunno_inverno,soleggiato,16,autunno
scarpe con tacchi,n,n,chiaro,estate,soleggiato,28,primavera
scarpa da ginnastica,n,n,scuro,inverno,pioggia,5,inverno
scarpa da ginnastica,n,n,colorato,autunno_inverno,pioggia,19,autunno
stivaletto alla caviglia,n,y,scuro,autunno,pioggia,32,estate
stivaletto alla caviglia,y,y,chiaro,autunno_inverno,soleggiato,14,autunno
scarpa da ginnastica,y,y,scuro,primavera_estate,soleggiato,25,estate
scarpa da ginnastica,y,y,chiaro,autunno_inverno,soleggiato,24,primavera
scarpa da ginnastica,y,y,chiaro,estate,soleggiato,27,estate
stivaletto alla caviglia,y,y,colorato,autunno_inverno,soleggiato,6,inverno
stivaletto alla caviglia,n,y,chiaro,autunno_inverno,nuvoloso,22,primavera
stivaletto alla caviglia,y,n,chiaro,inverno,pioggia,30,estate
scarpe con tacchi,n,n,scuro,autunno_inverno,pioggia,13,autunno
scarpa da ginnastica,y,n,colorato,autunno_inverno,pioggia,20,autunno
scarpa da ginnastica,y,y,chiaro,all,soleggiato,27,estate
scarpa da ginnastica,y,y,chiaro,primavera_estate,pioggia,9,primavera
scarpa da ginnastica,y,n,chiaro,inverno,pioggia,-1,inverno
scarpa da ginnastica,y,y,chiaro,all,pioggia,6,inverno
scarpa da ginnastica,y,y,chiaro,inverno,soleggiato,32,estate
stivaletto alla caviglia,n,n,colorato,autunno_inverno,soleggiato,17,autunno
stivaletto alla caviglia,n,y,colorato,autunno_inverno,pioggia,7,autunno
stivaletto alla caviglia,n,y,chiaro,inverno,pioggia,11,inverno
stivaletto alla caviglia,n,n,scuro,inverno,soleggiato,31,estate
scarpa da ginnastica,y,y,colorato,inverno,soleggiato,2,primavera
scarpa classica,y,n,chiaro,autunno_inverno,soleggiato,10,primavera
stivaletto alla caviglia,y,y,chiaro,inverno,soleggiato,31,estate
stivaletto alla caviglia,y,n,chiaro,inverno,nuvoloso,25,autunno
stivaletto alla caviglia,y,n,colorato,autunno_inverno,soleggiato,17,primavera
stivaletto alla caviglia,n,y,chiaro,autunno_inverno,soleggiato,13,primavera
scarpa da ginnastica,y,n,chiaro,all,soleggiato,20,autunno
anfibi,n,n,scuro,autunno_inverno,soleggiato,6,autunno
scarpa da ginnastica,n,y,scuro,autunno_inverno,pioggia,18,primavera
scarpa da ginnastica,y,y,scuro,all,pioggia,13,primavera
scarpa da ginnastica,n,y,chiaro,all,pioggia,6,inverno
scarpa da ginnastica,n,y,chiaro,autunno_inverno,pioggia,15,autunno
scarpa da ginnastica,y,n,colorato,estate,soleggiato,31,estate
stivaletto alla caviglia,n,n,scuro,autunno_inverno,pioggia,10,inverno
scarpa classica,n,n,scuro,all,pioggia,3,primavera
stivaletto alla caviglia,n,n,scuro,autunno,soleggiato,32,estate
stivaletto alla caviglia,y,y,colorato,autunno,pioggia,26,estate
stivaletto alla caviglia,y,y,scuro,autunno_inverno,pioggia,28,estate
stivaletto alla caviglia,n,y,scuro,autunno_inverno,pioggia,8,inverno
scarpa da ginnastica,y,y,chiaro,inverno,soleggiato,29,autunno
scarpa da ginnastica,y,n,colorato,primavera_estate,soleggiato,33,estate
scarpa da ginnastica,y,n,chiaro,primavera_estate,soleggiato,24,estate
scarpa da ginnastica,y,y,scuro,autunno_inverno,pioggia,8,primavera
scarpa da ginnastica,y,n,colorato,primavera_estate,soleggiato,30,estate
scarpa da ginnastica,y,y,colorato,all,soleggiato,7,inverno
stivaletto alla caviglia,y,y,scuro,inverno,pioggia,5,primavera
scarpa da ginnastica,n,n,colorato,estate,pioggia,2,inverno
scarpa classica,n,y,scuro,all,pioggia,15,primavera
scarpa classica,n,y,scuro,autunno_inverno,soleggiato,14,autunno
stivaletto alla caviglia,y,y,scuro,autunno,pioggia,3,inverno
scarpe con tacchi,n,n,scuro,estate,nuvoloso,3,inverno
stivaletto alla caviglia,y,y,scuro,autunno,pioggia,30,estate
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,11,inverno
scarpa da ginnastica,n,n,scuro,estate,pioggia,28,estate
stivaletto alla caviglia,n,y,colorato,autunno_inverno,pioggia,7,primavera
scarpa da ginnastica,n,y,colorato,estate,pioggia,11,inverno
stivaletto alla caviglia,n,y,scuro,autunno,soleggiato,6,primavera
stivaletto alla caviglia,n,n,scuro,autunno,soleggiato,13,primavera
scarpa da ginnastica,n,n,scuro,autunno_inverno,soleggiato,4,autunno
scarpa da ginnastica,y,n,chiaro,inverno,soleggiato,0,inverno
anfibi,n,n,chiaro,autunno,nuvoloso,1,inverno
stivaletto alla caviglia,n,n,chiaro,autunno,soleggiato,26,estate
stivaletto alla caviglia,n,y,scuro,autunno_inverno,neve,8,primavera
scarpe con tacchi,n,n,colorato,primavera_estate,neve,3,primavera
scarpa classica,n,y,scuro,primavera_estate,soleggiato,0,primavera
scarpa classica,n,y,colorato,inverno,pioggia,30,estate
scarpa classica,y,n,chiaro,all,nuvoloso,20,autunno
scarpa classica,y,y,scuro,inverno,pioggia,23,estate
scarpa classica,y,y,chiaro,primavera_estate,pioggia,16,autunno
scarpa da ginnastica,n,n,scuro,inverno,soleggiato,29,estate
anfibi,n,y,colorato,inverno,soleggiato,22,estate
stivaletto alla caviglia,n,y,scuro,autunno_inverno,nuvoloso,19,primavera
scarpa da ginnastica,y,n,chiaro,all,pioggia,18,autunno
scarpa da ginnastica,n,y,chiaro,estate,soleggiato,15,autunno
scarpa da ginnastica,y,y,scuro,inverno,soleggiato,11,primavera
anfibi,y,y,colorato,autunno,soleggiato,0,inverno
anfibi,y,y,chiaro,autunno,soleggiato,32,estate
scarpa classica,n,y,scuro,autunno_inverno,pioggia,20,estate
scarpa da ginnastica,y,n,chiaro,all,pioggia,14,primavera
scarpa classica,y,n,scuro,inverno,pioggia,21,autunno
scarpa da ginnastica,y,n,colorato,primavera_estate,pioggia,23,autunno
scarpa da ginnastica,y,n,chiaro,all,soleggiato,18,autunno
scarpa da ginnastica,n,n,chiaro,all,soleggiato,7,inverno
scarpa classica,n,y,scuro,autunno_inverno,pioggia,4,autunno
scarpa classica,n,y,colorato,all,pioggia,10,inverno
scarpa classica,n,n,chiaro,autunno_inverno,soleggiato,3,inverno
scarpa classica,n,y,colorato,primavera_estate,pioggia,10,primavera
scarpa classica,y,n,scuro,inverno,nuvoloso,5,inverno
stivaletto alla caviglia,n,y,colorato,inverno,pioggia,17,autunno
scarpa da ginnastica,y,n,chiaro,autunno_inverno,pioggia,8,primavera
scarpa classica,n,y,colorato,primavera_estate,nuvoloso,10,inverno
scarpa classica,n,y,chiaro,all,soleggiato,5,inverno
scarpe con tacchi,n,n,scuro,estate,pioggia,18,autunno
scarpe con tacchi,n,n,colorato,autunno_inverno,soleggiato,18,autunno
stivaletto alla caviglia,n,y,colorato,autunno_inverno,pioggia,9,primavera
stivaletto alla caviglia,n,n,chiaro,autunno_inverno,pioggia,7,inverno
scarpa classica,n,y,chiaro,all,pioggia,27,primavera
scarpe con tacchi,n,n,colorato,estate,pioggia,19,estate
scarpa da ginnastica,y,y,colorato,estate,soleggiato,12,autunno
scarpa da ginnastica,n,y,scuro,estate,pioggia,15,primavera
scarpa da ginnastica,n,n,scuro,estate,soleggiato,13,primavera
scarpa da ginnastica,y,n,chiaro,inverno,soleggiato,16,inverno
stivaletto alla caviglia,n,y,colorato,autunno,neve,1,inverno
stivaletto alla caviglia,n,n,scuro,autunno,soleggiato,-1,inverno
scarpa da ginnastica,n,n,scuro,primavera_estate,pioggia,26,estate
scarpa da ginnastica,y,y,chiaro,autunno_inverno,pioggia,13,primavera
scarpa da ginnastica,y,y,colorato,inverno,soleggiato,8,inverno
scarpa da ginnastica,y,n,colorato,autunno_inverno,soleggiato,17,autunno
scarpa da ginnastica,n,y,chiaro,inverno,pioggia,19,autunno
anfibi,n,n,chiaro,autunno_inverno,soleggiato,3,inverno
scarpa da ginnastica,n,y,chiaro,estate,pioggia,12,autunno
scarpa da ginnastica,y,y,colorato,estate,pioggia,14,primavera
scarpa da ginnastica,n,n,scuro,autunno_inverno,neve,-1,inverno
scarpa da ginnastica,y,y,scuro,all,pioggia,12,autunno
stivaletto alla caviglia,y,n,colorato,autunno,soleggiato,10,primavera
scarpa da ginnastica,y,y,colorato,primavera_estate,pioggia,13,autunno
scarpa da ginnastica,y,y,colorato,primavera_estate,soleggiato,23,estate
scarpa da ginnastica,y,y,scuro,all,soleggiato,1,inverno
scarpa da ginnastica,y,y,chiaro,autunno_inverno,pioggia,15,primavera
scarpa da ginnastica,y,n,colorato,primavera_estate,nuvoloso,3,autunno
stivaletto alla caviglia,n,y,scuro,autunno_inverno,soleggiato,21,primavera
stivaletto alla caviglia,y,n,scuro,autunno,pioggia,0,inverno
stivaletto alla caviglia,y,n,scuro,inverno,nuvoloso,12,autunno
stivaletto alla caviglia,y,y,scuro,inverno,pioggia,10,primavera
scarpa da ginnastica,n,n,scuro,all,soleggiato,23,primavera
scarpa da ginnastica,y,n,scuro,autunno_inverno,soleggiato,24,primavera
scarpa classica,y,n,scuro,all,pioggia,7,inverno
scarpa classica,y,y,chiaro,inverno,soleggiato,24,estate
scarpa classica,y,n,colorato,primavera_estate,pioggia,5,autunno
scarpa classica,y,y,scuro,all,pioggia,22,estate
stivaletto alla caviglia,n,y,chiaro,autunno,soleggiato,11,primavera
scarpa da ginnastica,n,n,colorato,autunno_inverno,soleggiato,24,estate
scarpa classica,n,n,scuro,primavera_estate,soleggiato,5,inverno
stivaletto alla caviglia,y,n,scuro,inverno,pioggia,6,inverno
scarpa da ginnastica,y,n,scuro,estate,pioggia,30,estate
stivaletto alla caviglia,n,y,colorato,autunno_inverno,pioggia,18,autunno
scarpa da ginnastica,y,n,chiaro,all,soleggiato,9,autunno
scarpa da ginnastica,y,n,chiaro,primavera_estate,soleggiato,34,estate
stivaletto alla caviglia,n,y,chiaro,autunno_inverno,neve,2,inverno
stivaletto alla caviglia,n,y,chiaro,autunno,pioggia,4,inverno
scarpa da ginnastica,y,n,colorato,estate,pioggia,15,autunno
stivaletto alla caviglia,n,y,chiaro,autunno_inverno,nuvoloso,4,inverno
scarpa da ginnastica,y,y,colorato,all,soleggiato,14,autunno
scarpe con tacchi,n,n,colorato,autunno_inverno,pioggia,24,estate
scarpa da ginnastica,y,n,chiaro,inverno,neve,-5,inverno
stivaletto alla caviglia,n,n,colorato,autunno,nuvoloso,15,autunno
scarpa da ginnastica,y,y,colorato,primavera_estate,soleggiato,15,autunno
scarpa da ginnastica,n,n,colorato,autunno_inverno,pioggia,15,estate
scarpa da ginnastica,n,y,scuro,inverno,pioggia,15,estate
scarpa da ginnastica,y,y,colorato,estate,nuvoloso,7,primavera
scarpa da ginnastica,n,y,colorato,primavera_estate,neve,10,inverno
scarpa da ginnastica,n,n,chiaro,estate,pioggia,25,estate
scarpa da ginnastica,y,y,chiaro,primavera_estate,nuvoloso,1,inverno
scarpa da ginnastica,y,n,scuro,inverno,pioggia,6,inverno
scarpa da ginnastica,y,n,scuro,all,pioggia,2,primavera
scarpa da ginnastica,n,y,colorato,primavera_estate,soleggiato,17,autunno
scarpa da ginnastica,y,n,scuro,autunno_inverno,soleggiato,7,autunno
scarpa da ginnastica,y,y,chiaro,inverno,pioggia,28,estate
stivaletto alla caviglia,n,n,scuro,autunno,pioggia,10,autunno
anfibi,y,n,scuro,autunno_inverno,soleggiato,21,estate
scarpa da ginnastica,y,n,colorato,all,pioggia,29,estate
stivaletto alla caviglia,y,n,scuro,autunno_inverno,soleggiato,8,primavera
scarpa classica,n,n,chiaro,inverno,pioggia,4,autunno
scarpa da ginnastica,n,n,chiaro,primavera_estate,soleggiato,18,autunno
scarpa da ginnastica,y,y,colorato,inverno,pioggia,18,primavera
scarpa da ginnastica,y,n,scuro,estate,soleggiato,25,autunno
scarpa da ginnastica,y,y,colorato,inverno,nuvoloso,26,primavera
scarpa da ginnastica,y,y,chiaro,primavera_estate,pioggia,26,autunno
scarpa da ginnastica,y,y,colorato,inverno,pioggia,9,autunno
scarpa da ginnastica,y,y,colorato,inverno,nuvoloso,9,primavera
scarpa da ginnastica,y,n,colorato,inverno,soleggiato,29,estate
scarpa da ginnastica,y,n,chiaro,estate,nuvoloso,34,autunno
scarpa da ginnastica,y,y,chiaro,autunno_inverno,pioggia,29,estate
scarpa da ginnastica,n,y,scuro,primavera_estate,pioggia,17,autunno
scarpa da ginnastica,y,n,colorato,inverno,soleggiato,22,primavera
scarpa da ginnastica,y,y,chiaro,all,soleggiato,-3,primavera
scarpa da ginnastica,n,y,colorato,all,soleggiato,11,autunno
scarpa da ginnastica,n,n,scuro,autunno_inverno,pioggia,13,primavera
scarpa da ginnastica,y,y,chiaro,estate,nuvoloso,3,inverno
scarpa da ginnastica,n,y,scuro,primavera_estate,pioggia,18,estate
scarpe con tacchi,y,n,colorato,inverno,soleggiato,3,primavera
scarpa da ginnastica,n,n,chiaro,primavera_estate,nuvoloso,12,inverno
scarpa da ginnastica,n,n,colorato,estate,pioggia,7,autunno
scarpa da ginnastica,y,y,colorato,all,pioggia,14,autunno
scarpa da ginnastica,n,n,chiaro,autunno_inverno,soleggiato,16,autunno
scarpa da ginnastica,n,n,scuro,autunno_inverno,soleggiato,31,estate
stivaletto alla caviglia,n,y,colorato,autunno_inverno,pioggia,18,primavera
stivaletto alla caviglia,n,y,colorato,autunno_inverno,pioggia,25,estate
scarpa da ginnastica,y,n,colorato,inverno,soleggiato,11,primavera
scarpa da ginnastica,y,n,scuro,all,pioggia,7,primavera
scarpa da ginnastica,y,n,chiaro,estate,soleggiato,32,estate
scarpa da ginnastica,n,n,chiaro,primavera_estate,pioggia,28,estate
scarpa da ginnastica,y,n,colorato,autunno_inverno,pioggia,15,autunno
scarpa da ginnastica,n,n,colorato,inverno,soleggiato,9,inverno
scarpa classica,n,n,colorato,all,soleggiato,38,estate
scarpa da ginnastica,n,n,colorato,primavera_estate,pioggia,25,primavera
scarpa classica,n,n,colorato,primavera_estate,nuvoloso,1,primavera
stivaletto alla caviglia,n,y,colorato,autunno,soleggiato,32,estate
scarpa classica,n,y,chiaro,autunno_inverno,pioggia,10,autunno
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,19,autunno
scarpe con tacchi,n,n,scuro,primavera_estate,soleggiato,27,estate
stivaletto alla caviglia,y,n,chiaro,autunno_inverno,neve,-1,inverno
scarpe con tacchi,n,n,scuro,autunno_inverno,soleggiato,27,estate
stivaletto alla caviglia,y,y,chiaro,inverno,pioggia,27,estate
scarpa da ginnastica,y,y,colorato,inverno,pioggia,8,autunno
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,28,estate
scarpa da ginnastica,y,y,colorato,autunno_inverno,neve,-3,inverno
scarpe con tacchi,n,n,chiaro,estate,pioggia,14,autunno
scarpa da ginnastica,y,y,chiaro,estate,soleggiato,15,primavera
scarpa da ginnastica,y,n,chiaro,all,pioggia,22,estate
stivaletto alla caviglia,y,y,colorato,inverno,pioggia,19,autunno
scarpa da ginnastica,y,n,chiaro,primavera_estate,neve,2,primavera
scarpa da ginnastica,y,n,scuro,primavera_estate,soleggiato,7,inverno
scarpa da ginnastica,y,n,scuro,estate,nuvoloso,2,inverno
stivaletto alla caviglia,y,y,scuro,inverno,nuvoloso,18,primavera
scarpa da ginnastica,y,n,chiaro,primavera_estate,nuvoloso,14,inverno
scarpa da ginnastica,y,y,scuro,estate,pioggia,4,inverno
stivaletto alla caviglia,y,y,colorato,inverno,soleggiato,8,inverno
stivaletto alla caviglia,y,y,colorato,autunno_inverno,pioggia,15,autunno
scarpa da ginnastica,y,y,chiaro,primavera_estate,soleggiato,5,inverno
stivaletto alla caviglia,y,y,chiaro,autunno_inverno,pioggia,15,primavera
stivaletto alla caviglia,y,y,chiaro,autunno_inverno,soleggiato,10,primavera
scarpe aperte,y,n,scuro,primavera_estate,pioggia,26,estate
stivaletto alla caviglia,y,y,scuro,autunno,soleggiato,24,estate
scarpa da ginnastica,y,y,chiaro,primavera_estate,pioggia,4,inverno
scarpa classica,y,y,scuro,all,pioggia,19,autunno
scarpa da ginnastica,n,y,colorato,all,soleggiato,18,autunno
scarpa da ginnastica,y,n,chiaro,primavera_estate,soleggiato,6,primavera
scarpa classica,y,n,colorato,autunno_inverno,pioggia,21,estate
stivaletto alla caviglia,y,y,scuro,autunno_inverno,neve,-4,inverno
scarpa da ginnastica,y,n,colorato,primavera_estate,nuvoloso,0,primavera
scarpe con tacchi,n,n,scuro,inverno,pioggia,3,primavera
scarpa da ginnastica,n,y,colorato,estate,soleggiato,1,inverno
scarpa da ginnastica,n,y,colorato,estate,pioggia,26,estate
scarpa classica,n,y,colorato,inverno,soleggiato,13,primavera
scarpa da ginnastica,n,n,scuro,inverno,nuvoloso,11,autunno
stivaletto alla caviglia,n,y,chiaro,inverno,pioggia,28,estate
scarpa da ginnastica,y,y,scuro,all,soleggiato,15,primavera
scarpa da ginnastica,n,n,colorato,all,soleggiato,24,estate
scarpa classica,n,n,chiaro,inverno,nuvoloso,12,inverno
scarpa da ginnastica,n,n,chiaro,all,soleggiato,28,estate
scarpa da ginnastica,y,n,scuro,autunno_inverno,soleggiato,26,estate
scarpa da ginnastica,y,n,colorato,inverno,soleggiato,28,estate
scarpa da ginnastica,y,y,scuro,primavera_estate,pioggia,13,primavera
stivaletto alla caviglia,y,y,chiaro,inverno,neve,0,inverno
stivaletto alla caviglia,n,y,chiaro,inverno,nuvoloso,21,primavera
scarpa da ginnastica,n,n,chiaro,all,soleggiato,3,inverno
scarpa da ginnastica,y,y,chiaro,estate,pioggia,11,autunno
scarpa da ginnastica,n,n,chiaro,primavera_estate,soleggiato,27,autunno
scarpa da ginnastica,n,n,colorato,primavera_estate,nuvoloso,15,inverno
scarpa da ginnastica,y,n,scuro,autunno_inverno,nuvoloso,3,inverno
scarpa da ginnastica,y,y,chiaro,all,pioggia,14,inverno
scarpa da ginnastica,y,n,chiaro,inverno,soleggiato,16,autunno
stivaletto alla caviglia,n,n,scuro,autunno,soleggiato,4,inverno
stivaletto alla caviglia,n,n,scuro,inverno,pioggia,14,estate
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,25,estate
scarpa da ginnastica,n,y,colorato,primavera_estate,pioggia,12,primavera
stivaletto alla caviglia,n,y,scuro,autunno,soleggiato,7,autunno
scarpa da ginnastica,n,n,colorato,all,soleggiato,12,primavera
scarpa da ginnastica,n,n,colorato,all,nuvoloso,11,primavera
stivaletto alla caviglia,n,n,scuro,autunno,nuvoloso,24,autunno
scarpa da ginnastica,y,n,colorato,inverno,pioggia,8,autunno
scarpa classica,n,y,colorato,inverno,soleggiato,-1,inverno
scarpa da ginnastica,y,n,chiaro,estate,soleggiato,25,estate
scarpa da ginnastica,y,y,chiaro,autunno_inverno,nuvoloso,1,primavera
scarpa da ginnastica,y,y,chiaro,primavera_estate,soleggiato,16,autunno
scarpa da ginnastica,y,n,chiaro,primavera_estate,soleggiato,-4,inverno
scarpa da ginnastica,n,n,colorato,autunno_inverno,pioggia,17,autunno
stivaletto alla caviglia,n,y,colorato,autunno_inverno,pioggia,24,autunno
stivaletto alla caviglia,y,n,scuro,autunno_inverno,pioggia,11,inverno
stivaletto alla caviglia,n,n,colorato,inverno,pioggia,21,estate
scarpa da ginnastica,n,y,chiaro,inverno,neve,3,inverno
scarpa da ginnastica,y,y,scuro,primavera_estate,pioggia,10,inverno
scarpa da ginnastica,y,y,colorato,autunno_inverno,soleggiato,29,estate
scarpa da ginnastica,y,n,colorato,estate,pioggia,25,estate
stivaletto alla caviglia,y,n,colorato,inverno,pioggia,26,autunno
stivaletto alla caviglia,y,n,scuro,autunno,nuvoloso,21,autunno
stivaletto alla caviglia,n,y,chiaro,autunno,nuvoloso,26,estate
